global_user_id,platform_user_id,platform,user_name,gender,age,city,registration_date,phone,email,user_level
U-DOUYIN-112092,douyin_8056766,douyin,用户4902,f,48,南京,2026-03-07,15164962626,user8132@example.com,金卡会员
U-DOUYIN-112715,douyin_7909343,douyin,用户8413,m,26,成都,2026-11-20,14975201756,user1492@example.com,钻石会员
U-DOUYIN-112773,douyin_8585636,douyin,用户3654,m,38,广州,2026-09-27,18460829933,user3698@example.com,钻石会员
U-DOUYIN-113119,douyin_7454650,douyin,用户9954,f,29,上海,2026-12-15,14725517131,user5768@example.com,钻石会员
U-DOUYIN-113291,douyin_1615071,douyin,用户8244,m,31,广州,2025-02-23,17448168270,user1118@example.com,银卡会员
U-DOUYIN-113383,douyin_4461371,douyin,用户7322,f,57,重庆,2025-04-07,18645019807,user4124@example.com,普通会员
U-DOUYIN-113499,douyin_8424129,douyin,用户3457,m,56,西安,2025-04-07,16570572470,user4624@example.com,普通会员
U-DOUYIN-113727,douyin_8238844,douyin,用户1965,m,33,武汉,2026-08-26,19392953257,user1231@example.com,钻石会员
U-DOUYIN-113935,douyin_4174888,douyin,用户2592,f,31,西安,2025-03-04,18998448521,user9289@example.com,银卡会员
U-DOUYIN-114797,douyin_7704395,douyin,用户4411,f,49,北京,2025-01-21,15932681880,user5086@example.com,普通会员
U-DOUYIN-114882,douyin_9816386,douyin,用户3752,m,60,成都,2025-07-07,19467588497,user1541@example.com,钻石会员
U-DOUYIN-115528,douyin_9692033,douyin,用户7609,f,37,广州,2026-05-22,17370613655,user6829@example.com,银卡会员
U-DOUYIN-115858,douyin_2104098,douyin,用户2692,f,45,重庆,2026-12-09,19674456801,user2921@example.com,银卡会员
U-DOUYIN-116067,douyin_2807983,douyin,用户1080,f,60,杭州,2025-09-01,16455464866,user1101@example.com,金卡会员
U-DOUYIN-116303,douyin_9744391,douyin,用户2155,f,29,成都,2026-04-01,17545728914,user6106@example.com,普通会员
U-DOUYIN-116655,douyin_2883106,douyin,用户2758,f,53,深圳,2026-11-19,17764126725,user2155@example.com,钻石会员
U-DOUYIN-116729,douyin_6884497,douyin,用户2881,f,38,广州,2025-06-26,16954086792,user6878@example.com,金卡会员
U-DOUYIN-117537,douyin_8023034,douyin,用户4600,m,22,广州,2025-01-24,15827049329,user1635@example.com,钻石会员
U-DOUYIN-117908,douyin_2989039,douyin,用户4073,m,49,北京,2025-05-23,13336576919,user4879@example.com,银卡会员
U-DOUYIN-118496,douyin_4945037,douyin,用户5396,m,35,北京,2026-02-03,13343380650,user1438@example.com,金卡会员
U-DOUYIN-118710,douyin_1726433,douyin,用户6770,f,48,杭州,2025-01-03,18455261806,user6755@example.com,钻石会员
U-DOUYIN-119017,douyin_3490131,douyin,用户5604,f,58,北京,2025-12-15,19517271590,user7974@example.com,金卡会员
U-DOUYIN-119428,douyin_1298075,douyin,用户7263,f,60,杭州,2026-04-24,13602531251,user3085@example.com,钻石会员
U-DOUYIN-119889,douyin_7779958,douyin,用户3691,m,29,北京,2025-07-24,16316934745,user9583@example.com,金卡会员
U-DOUYIN-120204,douyin_7897839,douyin,用户6438,f,55,上海,2026-07-17,15869547356,user2487@example.com,普通会员
U-DOUYIN-120428,douyin_6210752,douyin,用户5790,f,35,深圳,2025-10-04,17451753648,user4260@example.com,普通会员
U-DOUYIN-120627,douyin_2603665,douyin,用户3023,m,42,上海,2025-03-19,17323885618,user5351@example.com,钻石会员
U-DOUYIN-120786,douyin_9223143,douyin,用户8679,f,39,上海,2026-04-20,18968126921,user8377@example.com,金卡会员
U-DOUYIN-120865,douyin_9149045,douyin,用户8047,f,23,北京,2025-09-03,16978230041,user9597@example.com,普通会员
U-DOUYIN-120973,douyin_7246909,douyin,用户9537,f,57,南京,2025-09-09,16586166155,user1074@example.com,金卡会员
U-DOUYIN-121658,douyin_8322296,douyin,用户9545,m,28,上海,2026-01-04,17668836624,user1692@example.com,银卡会员
U-DOUYIN-122151,douyin_2063005,douyin,用户4336,f,22,北京,2025-06-16,16806224626,user9285@example.com,钻石会员
U-DOUYIN-122594,douyin_8322411,douyin,用户9193,m,27,深圳,2026-06-05,13480913638,user1517@example.com,金卡会员
U-DOUYIN-122621,douyin_8919389,douyin,用户6020,f,58,深圳,2025-04-10,13526486142,user9091@example.com,钻石会员
U-DOUYIN-122743,douyin_6286536,douyin,用户1828,f,27,上海,2026-04-07,17834692583,user8612@example.com,钻石会员
U-DOUYIN-123040,douyin_6395300,douyin,用户4756,m,43,上海,2026-11-09,18648046546,user8132@example.com,银卡会员
U-DOUYIN-123263,douyin_1100137,douyin,用户2332,f,40,广州,2026-10-03,14408592865,user1323@example.com,钻石会员
U-DOUYIN-123487,douyin_6499571,douyin,用户1660,m,59,深圳,2025-01-17,17410112572,user9368@example.com,普通会员
U-DOUYIN-123833,douyin_3055815,douyin,用户6943,f,58,杭州,2026-05-26,14948494432,user4002@example.com,银卡会员
U-DOUYIN-124290,douyin_7445699,douyin,用户9275,m,39,上海,2026-09-26,16124721677,user6500@example.com,钻石会员
U-DOUYIN-124548,douyin_3872724,douyin,用户9580,f,23,深圳,2026-03-07,13818909571,user6110@example.com,银卡会员
U-DOUYIN-124647,douyin_6255646,douyin,用户3340,f,42,广州,2025-11-21,18234343581,user7195@example.com,金卡会员
U-DOUYIN-125109,douyin_9301380,douyin,用户2179,f,58,西安,2026-04-08,18684828531,user7200@example.com,普通会员
U-DOUYIN-125326,douyin_4599984,douyin,用户9981,f,38,武汉,2025-05-13,17682521758,user7513@example.com,银卡会员
U-DOUYIN-125661,douyin_6441869,douyin,用户4439,m,28,南京,2025-06-17,13662623584,user5993@example.com,金卡会员
U-DOUYIN-126216,douyin_3539007,douyin,用户4781,f,35,武汉,2026-12-08,17865256442,user3635@example.com,银卡会员
U-DOUYIN-126226,douyin_1867180,douyin,用户9722,f,38,西安,2026-08-25,19491279167,user8394@example.com,钻石会员
U-DOUYIN-126228,douyin_4434981,douyin,用户5667,m,49,成都,2026-03-19,17489403267,user9315@example.com,金卡会员
U-DOUYIN-126709,douyin_6077695,douyin,用户5465,m,25,重庆,2026-05-23,16473344054,user8585@example.com,金卡会员
U-DOUYIN-126724,douyin_6019583,douyin,用户4564,f,37,重庆,2025-12-22,13760996256,user9299@example.com,银卡会员
U-DOUYIN-126971,douyin_3176633,douyin,用户7934,f,59,西安,2025-03-02,18364843980,user6561@example.com,金卡会员
U-DOUYIN-127060,douyin_7469173,douyin,用户6348,m,57,上海,2025-08-17,17848645270,user1494@example.com,钻石会员
U-DOUYIN-127587,douyin_8153942,douyin,用户6962,m,18,上海,2025-07-09,14621605247,user2429@example.com,金卡会员
U-DOUYIN-127687,douyin_3318064,douyin,用户9551,f,54,成都,2026-06-07,19886696932,user8018@example.com,金卡会员
U-DOUYIN-127819,douyin_2876214,douyin,用户6953,f,53,成都,2026-01-10,16700347748,user5936@example.com,银卡会员
U-DOUYIN-127915,douyin_6327469,douyin,用户2384,f,36,南京,2025-01-07,13620387655,user2655@example.com,金卡会员
U-DOUYIN-128467,douyin_1266505,douyin,用户5254,f,23,北京,2026-09-28,19231654279,user4775@example.com,钻石会员
U-DOUYIN-128644,douyin_1569399,douyin,用户3732,m,21,上海,2026-05-15,16401579598,user2553@example.com,普通会员
U-DOUYIN-128955,douyin_6170187,douyin,用户5524,f,50,西安,2026-11-10,19354530333,user4700@example.com,普通会员
U-DOUYIN-129233,douyin_8654393,douyin,用户7645,f,47,武汉,2026-05-02,17631357702,user5513@example.com,银卡会员
U-DOUYIN-129469,douyin_1064237,douyin,用户7168,f,38,上海,2026-05-04,13693589165,user1262@example.com,普通会员
U-DOUYIN-130195,douyin_8470140,douyin,用户7503,m,20,广州,2026-02-08,15327932499,user9375@example.com,金卡会员
U-DOUYIN-130757,douyin_6276624,douyin,用户4907,f,45,深圳,2025-01-09,16826109397,user6182@example.com,金卡会员
U-DOUYIN-130892,douyin_4066432,douyin,用户3161,f,57,广州,2026-04-20,17881778234,user5386@example.com,银卡会员
U-DOUYIN-131602,douyin_9929625,douyin,用户6283,m,37,上海,2026-09-07,15912236492,user5606@example.com,金卡会员
U-DOUYIN-132525,douyin_2933958,douyin,用户4314,f,48,重庆,2026-09-20,18988747148,user2385@example.com,普通会员
U-DOUYIN-132621,douyin_7595886,douyin,用户9728,f,28,上海,2026-03-12,17617022354,user5673@example.com,金卡会员
U-DOUYIN-133161,douyin_9519827,douyin,用户8498,f,35,武汉,2026-08-28,17599129504,user2274@example.com,银卡会员
U-DOUYIN-133199,douyin_3142809,douyin,用户7052,f,27,重庆,2025-02-22,19255798392,user6655@example.com,银卡会员
U-DOUYIN-133257,douyin_7626035,douyin,用户6778,f,45,重庆,2025-09-16,18807621037,user2569@example.com,金卡会员
U-DOUYIN-133298,douyin_9068014,douyin,用户2398,m,44,广州,2025-11-12,19675638758,user4981@example.com,钻石会员
U-DOUYIN-133522,douyin_5290150,douyin,用户1418,f,50,西安,2026-09-12,15467539469,user6529@example.com,金卡会员
U-DOUYIN-133527,douyin_1434243,douyin,用户3340,f,44,北京,2026-10-18,13493455333,user6471@example.com,普通会员
U-DOUYIN-133911,douyin_9772447,douyin,用户4942,m,46,上海,2025-06-06,19727491498,user5129@example.com,普通会员
U-DOUYIN-134181,douyin_7943538,douyin,用户2434,m,55,杭州,2025-08-27,15851103815,user5057@example.com,银卡会员
U-DOUYIN-135541,douyin_7284303,douyin,用户9026,m,41,广州,2026-09-01,14370832110,user2082@example.com,银卡会员
U-DOUYIN-136575,douyin_3607493,douyin,用户4386,m,38,上海,2026-04-04,14196730283,user7521@example.com,普通会员
U-DOUYIN-136676,douyin_6803005,douyin,用户5812,m,58,深圳,2025-10-05,14313320258,user4895@example.com,金卡会员
U-DOUYIN-136771,douyin_1901927,douyin,用户2420,f,23,重庆,2025-10-02,18228312019,user4782@example.com,金卡会员
U-DOUYIN-136980,douyin_4393244,douyin,用户5457,m,30,广州,2026-08-09,17744710586,user3928@example.com,银卡会员
U-DOUYIN-137843,douyin_8647908,douyin,用户2795,m,51,西安,2025-08-18,13843407445,user4846@example.com,钻石会员
U-DOUYIN-138063,douyin_6683717,douyin,用户1490,m,36,杭州,2026-12-08,13185112025,user6977@example.com,普通会员
U-DOUYIN-138121,douyin_2345696,douyin,用户6486,f,26,重庆,2026-10-01,17443880049,user9554@example.com,普通会员
U-DOUYIN-138976,douyin_6661353,douyin,用户6960,m,25,重庆,2025-10-09,14722032879,user9541@example.com,普通会员
U-DOUYIN-139427,douyin_5993073,douyin,用户3054,m,39,北京,2025-05-07,15356215337,user5758@example.com,银卡会员
U-DOUYIN-139571,douyin_6720085,douyin,用户5255,m,27,杭州,2025-10-26,18364646194,user3395@example.com,钻石会员
U-DOUYIN-139876,douyin_2165143,douyin,用户6507,m,34,上海,2025-08-04,15257942073,user5662@example.com,普通会员
U-DOUYIN-139959,douyin_4357676,douyin,用户2681,f,25,西安,2026-05-10,16552312921,user7814@example.com,金卡会员
U-DOUYIN-140311,douyin_5572344,douyin,用户6942,m,42,西安,2025-12-04,16951200638,user4613@example.com,普通会员
U-DOUYIN-140723,douyin_7152547,douyin,用户5077,m,55,西安,2026-11-27,14869184721,user6900@example.com,钻石会员
U-DOUYIN-140816,douyin_4679255,douyin,用户8834,m,30,广州,2026-08-09,16578040933,user9948@example.com,普通会员
U-DOUYIN-141163,douyin_4536429,douyin,用户6187,m,30,广州,2025-06-12,16589178855,user3770@example.com,金卡会员
U-DOUYIN-141339,douyin_3382600,douyin,用户5224,m,55,上海,2025-03-05,15932519513,user9585@example.com,金卡会员
U-DOUYIN-141591,douyin_2659914,douyin,用户1567,f,22,杭州,2026-03-20,14454508855,user6881@example.com,金卡会员
U-DOUYIN-141893,douyin_5578024,douyin,用户4133,f,34,成都,2026-04-13,19812352053,user8607@example.com,普通会员
U-DOUYIN-142120,douyin_1502372,douyin,用户5451,f,37,杭州,2025-04-19,16845694003,user5986@example.com,普通会员
U-DOUYIN-142218,douyin_1734743,douyin,用户5195,f,37,上海,2025-07-23,17182208840,user8565@example.com,普通会员
U-DOUYIN-142339,douyin_1908128,douyin,用户8346,f,22,杭州,2026-07-28,14762364113,user5603@example.com,普通会员
U-DOUYIN-142384,douyin_2208947,douyin,用户4949,m,54,广州,2026-09-07,13203627203,user3797@example.com,银卡会员
U-DOUYIN-142443,douyin_6953755,douyin,用户3720,m,24,武汉,2025-06-06,13294558144,user8866@example.com,普通会员
U-DOUYIN-142509,douyin_6324996,douyin,用户2070,m,24,南京,2026-01-23,19993264553,user5034@example.com,普通会员
U-DOUYIN-142607,douyin_9704910,douyin,用户1774,f,58,广州,2026-03-01,13189424426,user2257@example.com,金卡会员
U-DOUYIN-143132,douyin_7906462,douyin,用户2480,m,58,上海,2026-05-09,14333398211,user7276@example.com,钻石会员
U-DOUYIN-143619,douyin_7965064,douyin,用户5646,m,49,杭州,2026-10-17,14344817111,user8971@example.com,钻石会员
U-DOUYIN-143836,douyin_6658358,douyin,用户2389,m,21,武汉,2025-10-09,16227745100,user1790@example.com,银卡会员
U-DOUYIN-143965,douyin_6387290,douyin,用户3600,f,41,武汉,2026-04-28,15233147343,user1947@example.com,钻石会员
U-DOUYIN-144370,douyin_3335076,douyin,用户9267,f,47,深圳,2026-09-02,14906231554,user3520@example.com,钻石会员
U-DOUYIN-144393,douyin_6561132,douyin,用户8046,m,41,武汉,2026-05-15,14606070990,user1007@example.com,银卡会员
U-DOUYIN-145430,douyin_2820017,douyin,用户6658,m,29,上海,2025-07-19,17389147026,user8256@example.com,普通会员
U-DOUYIN-145457,douyin_8232311,douyin,用户6683,f,60,杭州,2026-11-14,18915767616,user3418@example.com,普通会员
U-DOUYIN-145980,douyin_3245099,douyin,用户6514,m,29,武汉,2025-07-14,17199265359,user9994@example.com,金卡会员
U-DOUYIN-146331,douyin_1058139,douyin,用户3543,m,27,武汉,2026-08-10,16231743551,user5962@example.com,银卡会员
U-DOUYIN-146600,douyin_8573616,douyin,用户2836,f,25,上海,2026-01-11,17783490827,user3983@example.com,金卡会员
U-DOUYIN-147961,douyin_1402865,douyin,用户6664,f,56,成都,2026-02-13,19618998610,user3904@example.com,钻石会员
U-DOUYIN-148039,douyin_3605864,douyin,用户1667,m,50,武汉,2026-01-01,13610083434,user4949@example.com,普通会员
U-DOUYIN-148726,douyin_1426195,douyin,用户5374,f,34,武汉,2026-01-17,13907041239,user2612@example.com,普通会员
U-DOUYIN-148836,douyin_9000260,douyin,用户8798,f,59,上海,2026-11-13,13598451333,user3832@example.com,金卡会员
U-DOUYIN-148936,douyin_2255164,douyin,用户1850,m,59,西安,2026-10-21,14685252365,user4553@example.com,金卡会员
U-DOUYIN-149020,douyin_6672170,douyin,用户8142,m,23,上海,2025-03-10,15451281263,user2298@example.com,普通会员
U-DOUYIN-149200,douyin_6607426,douyin,用户3873,m,36,西安,2026-06-09,15212962224,user9730@example.com,普通会员
U-DOUYIN-149485,douyin_6828924,douyin,用户8809,m,31,武汉,2025-02-11,18854083504,user1622@example.com,普通会员
U-DOUYIN-149532,douyin_5198803,douyin,用户4575,m,25,重庆,2025-01-23,15772638799,user8659@example.com,钻石会员
U-DOUYIN-149935,douyin_4390662,douyin,用户4745,f,25,西安,2025-06-28,13580622286,user1377@example.com,普通会员
U-DOUYIN-150779,douyin_1006557,douyin,用户5195,f,44,重庆,2026-09-04,16417648789,user4102@example.com,钻石会员
U-DOUYIN-151899,douyin_3876544,douyin,用户6082,m,41,武汉,2026-03-25,15203735557,user2597@example.com,钻石会员
U-DOUYIN-152272,douyin_3373020,douyin,用户8894,f,40,西安,2026-11-22,15190598865,user4255@example.com,钻石会员
U-DOUYIN-152293,douyin_3703264,douyin,用户1650,f,25,西安,2025-12-27,17354086347,user7362@example.com,金卡会员
U-DOUYIN-152952,douyin_3237461,douyin,用户6574,m,33,西安,2026-09-13,17370713300,user2073@example.com,钻石会员
U-DOUYIN-153345,douyin_4198701,douyin,用户5125,m,37,南京,2025-08-19,15481442847,user8984@example.com,金卡会员
U-DOUYIN-153568,douyin_9268790,douyin,用户3790,m,33,北京,2025-04-13,16852985479,user9355@example.com,银卡会员
U-DOUYIN-153898,douyin_5138451,douyin,用户8513,m,57,广州,2026-12-15,13292575649,user2900@example.com,金卡会员
U-DOUYIN-155002,douyin_6177465,douyin,用户7986,f,25,杭州,2026-02-17,16930394943,user8659@example.com,普通会员
U-DOUYIN-155088,douyin_7842691,douyin,用户3804,f,27,上海,2026-01-07,14240319156,user5876@example.com,金卡会员
U-DOUYIN-155230,douyin_3185581,douyin,用户6132,f,60,南京,2025-10-02,14766204728,user3672@example.com,普通会员
U-DOUYIN-155442,douyin_5803242,douyin,用户1644,m,31,上海,2025-01-19,18773801824,user5055@example.com,钻石会员
U-DOUYIN-156648,douyin_6354226,douyin,用户5580,f,58,重庆,2026-06-25,19275377439,user9864@example.com,金卡会员
U-DOUYIN-156858,douyin_8001848,douyin,用户4059,f,41,成都,2026-12-01,19462307741,user9063@example.com,银卡会员
U-DOUYIN-158035,douyin_1231210,douyin,用户2660,f,51,武汉,2026-03-03,14922056603,user4533@example.com,银卡会员
U-DOUYIN-158140,douyin_6219790,douyin,用户1873,f,54,北京,2025-10-07,14186461213,user7757@example.com,普通会员
U-DOUYIN-158565,douyin_2459675,douyin,用户3333,f,25,成都,2025-06-26,13400440078,user4504@example.com,普通会员
U-DOUYIN-159335,douyin_7208076,douyin,用户7964,f,40,南京,2025-11-16,17867679901,user8944@example.com,金卡会员
U-DOUYIN-159795,douyin_6153124,douyin,用户5824,f,58,北京,2026-02-20,18459129111,user3568@example.com,银卡会员
U-DOUYIN-159831,douyin_4599007,douyin,用户4315,m,24,武汉,2026-06-18,15747980502,user8153@example.com,银卡会员
U-DOUYIN-159916,douyin_3907913,douyin,用户3180,m,43,深圳,2025-02-15,17141541961,user8049@example.com,银卡会员
U-DOUYIN-160499,douyin_9675567,douyin,用户5360,f,57,北京,2026-11-28,16694917069,user8012@example.com,银卡会员
U-DOUYIN-160823,douyin_7716160,douyin,用户5643,m,19,南京,2025-09-24,18683858544,user6078@example.com,银卡会员
U-DOUYIN-161337,douyin_5130402,douyin,用户7543,m,40,重庆,2025-05-08,18553030401,user7655@example.com,普通会员
U-DOUYIN-161526,douyin_8504872,douyin,用户5574,f,54,西安,2026-06-04,13366241763,user6647@example.com,金卡会员
U-DOUYIN-161765,douyin_9772561,douyin,用户5314,m,55,杭州,2025-02-27,18594972210,user6834@example.com,金卡会员
U-DOUYIN-161906,douyin_3079330,douyin,用户2205,m,50,杭州,2025-08-13,17288589344,user7816@example.com,钻石会员
U-DOUYIN-162011,douyin_3498355,douyin,用户4096,f,58,重庆,2026-09-04,13896913740,user6179@example.com,普通会员
U-DOUYIN-162138,douyin_5064545,douyin,用户5327,m,21,深圳,2026-01-08,13559618631,user7115@example.com,钻石会员
U-DOUYIN-162153,douyin_2608353,douyin,用户9013,f,57,杭州,2026-08-02,15598171771,user1164@example.com,金卡会员
U-DOUYIN-162354,douyin_5710019,douyin,用户8649,f,36,上海,2026-01-28,17393063166,user6763@example.com,普通会员
U-DOUYIN-162401,douyin_1079471,douyin,用户4124,m,49,武汉,2025-02-11,17492373769,user5320@example.com,银卡会员
U-DOUYIN-162993,douyin_9484160,douyin,用户3759,f,39,重庆,2025-06-13,18110098773,user1769@example.com,钻石会员
U-DOUYIN-163054,douyin_9042305,douyin,用户8233,m,32,北京,2026-09-06,14801343602,user4244@example.com,普通会员
U-DOUYIN-163488,douyin_3147626,douyin,用户3307,f,25,深圳,2025-06-18,18337032726,user9963@example.com,金卡会员
U-DOUYIN-163689,douyin_7728947,douyin,用户5305,f,45,武汉,2025-07-22,14489587511,user9263@example.com,金卡会员
U-DOUYIN-163740,douyin_2020179,douyin,用户3803,f,59,重庆,2025-11-09,14757433620,user5471@example.com,金卡会员
U-DOUYIN-164035,douyin_9356860,douyin,用户2714,m,33,杭州,2025-08-18,19998949450,user7480@example.com,金卡会员
U-DOUYIN-165151,douyin_7053512,douyin,用户3949,f,59,重庆,2026-08-26,18326788268,user2153@example.com,普通会员
U-DOUYIN-165454,douyin_8604168,douyin,用户7912,m,43,西安,2025-02-04,15611970684,user7396@example.com,银卡会员
U-DOUYIN-165883,douyin_3389483,douyin,用户2428,f,30,广州,2026-05-21,18798244199,user9101@example.com,银卡会员
U-DOUYIN-166186,douyin_4644937,douyin,用户4743,m,55,西安,2026-07-05,14216777550,user9704@example.com,钻石会员
U-DOUYIN-166606,douyin_4609631,douyin,用户9178,m,56,西安,2026-11-06,14872175706,user9118@example.com,普通会员
U-DOUYIN-166743,douyin_9833623,douyin,用户3228,f,28,西安,2025-11-14,17446779918,user3269@example.com,普通会员
U-DOUYIN-167008,douyin_5784306,douyin,用户1964,f,33,武汉,2025-09-07,13710251044,user3092@example.com,银卡会员
U-DOUYIN-168474,douyin_7119935,douyin,用户7085,f,59,深圳,2026-07-12,16287478744,user7552@example.com,银卡会员
U-DOUYIN-168555,douyin_3803344,douyin,用户9339,f,59,西安,2026-01-08,16112455894,user5608@example.com,银卡会员
U-DOUYIN-168579,douyin_1867098,douyin,用户3333,f,57,南京,2026-10-10,15444517035,user8821@example.com,普通会员
U-DOUYIN-168793,douyin_4262708,douyin,用户8769,f,52,西安,2025-05-21,18886841640,user8693@example.com,钻石会员
U-DOUYIN-169161,douyin_4708922,douyin,用户1533,f,46,南京,2026-08-25,18835254412,user7331@example.com,普通会员
U-DOUYIN-169469,douyin_5179655,douyin,用户3757,m,33,南京,2026-06-04,16711199179,user6560@example.com,银卡会员
U-DOUYIN-169516,douyin_6481015,douyin,用户9216,m,33,深圳,2025-11-14,19389662210,user2976@example.com,银卡会员
U-DOUYIN-169705,douyin_2717049,douyin,用户9774,m,33,深圳,2025-12-24,19896344029,user7664@example.com,钻石会员
U-DOUYIN-169709,douyin_9104281,douyin,用户5528,m,42,南京,2025-05-21,18432623254,user1298@example.com,金卡会员
U-DOUYIN-170171,douyin_1304382,douyin,用户4530,m,41,深圳,2025-04-17,16483140580,user5799@example.com,银卡会员
U-DOUYIN-170512,douyin_8334005,douyin,用户8751,m,44,杭州,2025-02-24,19291218550,user2538@example.com,金卡会员
U-DOUYIN-170716,douyin_2965396,douyin,用户4627,m,53,上海,2026-08-09,14396076464,user7825@example.com,金卡会员
U-DOUYIN-171578,douyin_6358016,douyin,用户5439,m,57,西安,2025-05-25,13634938163,user8273@example.com,金卡会员
U-DOUYIN-172125,douyin_9522069,douyin,用户1302,m,53,成都,2026-08-01,17942388016,user6541@example.com,金卡会员
U-DOUYIN-172708,douyin_9486644,douyin,用户8289,m,25,上海,2025-04-16,17248166622,user8597@example.com,金卡会员
U-DOUYIN-173149,douyin_5565007,douyin,用户6555,m,41,重庆,2026-07-05,16346168984,user2281@example.com,钻石会员
U-DOUYIN-173202,douyin_2719439,douyin,用户3805,f,31,深圳,2025-02-25,14675005819,user8311@example.com,银卡会员
U-DOUYIN-174066,douyin_1239404,douyin,用户7202,m,58,上海,2025-08-11,18380677998,user4301@example.com,金卡会员
U-DOUYIN-174337,douyin_5794400,douyin,用户4231,m,19,南京,2025-02-22,16551995700,user3904@example.com,金卡会员
U-DOUYIN-174535,douyin_5424201,douyin,用户8382,f,38,广州,2026-04-13,19245271852,user7608@example.com,钻石会员
U-DOUYIN-174729,douyin_4685078,douyin,用户9523,m,35,杭州,2025-08-23,13612876529,user3912@example.com,金卡会员
U-DOUYIN-175269,douyin_4962103,douyin,用户5519,f,31,杭州,2025-09-22,17557890963,user4319@example.com,银卡会员
U-DOUYIN-175322,douyin_1990744,douyin,用户5101,m,36,北京,2026-03-12,15643347616,user6363@example.com,钻石会员
U-DOUYIN-176584,douyin_2280679,douyin,用户9413,m,60,杭州,2025-07-26,14290266818,user4594@example.com,银卡会员
U-DOUYIN-176747,douyin_8933329,douyin,用户8738,f,38,上海,2025-12-26,17968932479,user2701@example.com,钻石会员
U-DOUYIN-176986,douyin_7855628,douyin,用户7082,m,58,成都,2026-01-18,15472314515,user4994@example.com,普通会员
U-DOUYIN-177333,douyin_9334146,douyin,用户3139,f,52,广州,2025-01-08,16829520350,user9749@example.com,银卡会员
U-DOUYIN-178030,douyin_9126214,douyin,用户8295,m,40,杭州,2026-04-17,16854643010,user8794@example.com,普通会员
U-DOUYIN-178183,douyin_3800868,douyin,用户3925,f,24,南京,2025-04-08,16795373485,user9481@example.com,钻石会员
U-DOUYIN-179511,douyin_3165513,douyin,用户7787,f,35,广州,2025-10-19,19816067771,user1982@example.com,银卡会员
U-DOUYIN-179751,douyin_3995856,douyin,用户9012,f,18,成都,2025-04-18,14598957637,user5293@example.com,银卡会员
U-DOUYIN-180355,douyin_5650144,douyin,用户4149,f,54,南京,2025-09-25,18494476063,user8324@example.com,银卡会员
